Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
44600621,"Dear Girls: Intimate Tales, Untold Secrets, & Advice for Living Your Best Life",Ali Wong,"Wong, Ali",Justin Hakuta,"=""052550883X""","=""9780525508830""",0,3.84,Random House,Hardcover,240,2019,2019,,2024/05/07,"to-read, ebook-collection, audiobook-collection","to-read (#292), ebook-collection (#62), audiobook-collection (#2)",to-read,,,,0,0
48842144,The Shadows,Alex North,"North, Alex",,"=""1250318033""","=""9781250318039""",0,3.73,Celadon Books,Hardcover,325,2020,2020,,2020/09/02,"to-read, ebook-collection","to-read (#71), ebook-collection (#65)",to-read,,,,0,0
43785650,Nine Perfect Strangers,Liane Moriarty,"Moriarty, Liane",,"=""1760781088""","=""9781760781088""",5,3.56,Pan Macmillan Australia,Paperback,497,2019,2018,2019/01/01,2020/08/27,"paper-collection, ebook-collection, read-ebooks, mystery, five-star","paper-collection (#74), ebook-collection (#49), read-ebooks (#21), mystery (#28), five-star (#35)",read,,,,1,0
42943458,Everything I Never Told You,Celeste Ng,"Ng, Celeste",,"=""0349134286""","=""9780349134284""",5,3.84,Blackfriars,Paperback,297,2015,2014,2021/10/27,2021/02/22,"read-paper, ebook-collection, paper-collection, trigger-warning, five-star","read-paper (#34), ebook-collection (#57), paper-collection (#85), trigger-warning (#4), five-star (#40)",read,,,,1,0
41940236,The Whisper Man,Alex North,"North, Alex",,"=""1250317991""","=""9781250317995""",0,4.02,Celadon Books,Hardcover,355,2019,2019,,2020/09/02,"to-read, ebook-collection","to-read (#72), ebook-collection (#55)",to-read,,,,0,0
41067939,Stay Sexy and Don't Get Murdered: The Definitive How-To Guide From the My Favorite Murder Podcast,Karen Kilgariff,"Kilgariff, Karen",Georgia Hardstark,"=""1409177963""","=""9781409177968""",5,4.07,Trapeze,Hardcover,304,2019,2019,2020/04/09,2020/04/07,"read-paper, ebook-collection, paper-collection, five-star","read-paper (#32), ebook-collection (#54), paper-collection (#81), five-star (#20)",read,,,,2,0
42643896,"Heroes: Mortals and Monsters, Quests and Adventures (Stephen Fry's Great Mythology, #2)",Stephen Fry,"Fry, Stephen",,"=""1405940360""","=""9781405940368""",0,4.31,Penguin Books,Paperback,496,2019,2018,,2021/02/22,"to-read, paper-collection","to-read (#79), paper-collection (#84)",to-read,,,,0,0
41021355,Adnan's Story: The Search for Truth and Justice After Serial,Rabia Chaudry,"Chaudry, Rabia",,"=""1250087112""","=""9781250087119""",0,4.12,St. Martin's Press ,Kindle Edition,417,2016,2016,,2023/03/26,"to-read, paper-collection","to-read (#245), paper-collection (#156)",to-read,,,,0,0
40916679,"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,"Jackson, Holly",,"=""1405293187""","=""9781405293181""",0,4.29,Electric Monkey,Paperback,433,2019,2019,,2021/03/29,"to-read, paper-collection, ebook-collection","to-read (#8), paper-collection (#80), ebook-collection (#53)",to-read,,,,0,0
39908432,"Less (Arthur Less, #1)",Andrew Sean Greer,"Greer, Andrew Sean",,"=""0349143595""","=""9780349143590""",0,3.63,Abacus,Paperback,264,2018,2017,,2023/03/26,"to-read, paper-collection","to-read (#241), paper-collection (#76)",to-read,,,,0,0
40097951,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,"=""1250301696""","=""9781250301697""",0,4.17,Celadon Books,Hardcover,336,2019,2019,,2020/04/07,"to-read, ebook-collection","to-read (#40), ebook-collection (#51)",to-read,,,,0,0
38746485,Becoming,Michelle Obama,"Obama, Michelle",,"=""1524763136""","=""9781524763138""",0,4.44,Crown,Hardcover,426,2018,2018,,2020/04/07,"to-read, paper-collection, people","to-read (#28), paper-collection (#136), people (#8)",to-read,,,,0,0
39338454,"The Bride Test (The Kiss Quotient, #2)",Helen  Hoang,"Hoang, Helen",,"=""0451490827""","=""9780451490827""",0,3.81,Berkley,Paperback,320,2019,2019,,2021/11/28,"to-read, ebook-collection","to-read (#180), ebook-collection (#50)",to-read,,,,0,0
36573252,Heavenly Bodies: Fashion and the Catholic Imagination,Andrew Bolton,"Bolton, Andrew",,"=""1588396452""","=""9781588396457""",5,3.80,Metropolitan Museum of Art,Hardcover,336,2018,,,2021/11/28,"met-gala-collection, read-paper, paper-collection","met-gala-collection (#7), read-paper (#29), paper-collection (#69)",read,,,,0,0
36509779,Little Fires Everywhere,Celeste Ng,"Ng, Celeste",,"=""0349142920""","=""9780349142920""",0,4.07,Abacus,Paperback,388,2018,2017,,2020/04/07,"to-read, paper-collection","to-read (#20), paper-collection (#196)",to-read,,,,0,0
35900387,Eleanor Oliphant Is Completely Fine,Gail Honeyman,"Honeyman, Gail",,"=""0008172145""","=""9780008172145""",0,4.23,HarperCollins GB,Paperback,390,2018,2017,,2024/07/24,"to-read, paper-collection, ebook-collection","to-read (#316), paper-collection (#67), ebook-collection (#43)",to-read,,,,0,0
35721506,Pretty Mess,Erika  Jayne,"Jayne, Erika",,"=""1501181890""","=""9781501181894""",4,3.36,Gallery Books,Hardcover,304,2018,2018,,2020/04/07,"read-ebooks, ebook-collection","read-ebooks (#16), ebook-collection (#42)",read,,,,1,0
36373481,The Death of Mrs. Westaway,Ruth Ware,"Ware, Ruth",,"=""1501156217""","=""9781501156212""",4,3.80,Scout Press,Hardcover,368,2018,2018,2019/01/01,2020/04/07,"read-ebooks, ebook-collection","read-ebooks (#18), ebook-collection (#46)",read,,,,1,0
34835344,"The Girl Who Takes an Eye for an Eye (Millennium, #5)",David Lagercrantz,"Lagercrantz, David",George Goulding,"=""0857056433""","=""9780857056436""",0,3.80,MacLehose Press,Paperback,431,2018,2017,,2020/04/13,"to-read, ebook-collection","to-read (#56), ebook-collection (#153)",to-read,,,,0,0
35068432,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,Michelle McNamara,"McNamara, Michelle","Gillian Flynn, Patton Oswalt","=""0062319809""","=""9780062319807""",5,4.12,Harper,ebook,352,2018,2018,2018/01/01,2020/04/07,"read-ebooks, ebook-collection, paper-collection, five-star","read-ebooks (#15), ebook-collection (#40), paper-collection (#65), five-star (#14)",read,,,,1,0
33554422,1984,George Orwell,"Orwell, George",,"=""1925355764""","=""9781925355765""",0,4.20,Text Publishing Company,Paperback,297,2016,1949,,2020/04/07,"to-read, paper-collection","to-read (#15), paper-collection (#62)",to-read,,,,0,0
34210338,"The Dry (Aaron Falk, #1)",Jane Harper,"Harper, Jane",,"=""1925481379""","=""9781925481372""",0,4.06,Pan Macmillan Australia,Paperback,339,2017,2016,,2024/02/24,"to-read, paper-collection","to-read (#283), paper-collection (#138)",to-read,,,,0,0
34267285,"The Trespasser (Dublin Murder Squad, #6)",Tana French,"French, Tana",,"=""0143110381""","=""9780143110385""",0,3.99,Penguin Books,Paperback,464,2017,2016,,2024/07/24,"to-read, ebook-collection","to-read (#299), ebook-collection (#209)",to-read,,,,0,0
33775814,Born a Crime: Stories from a South African Childhood,Trevor Noah,"Noah, Trevor",,"=""1473635306""","=""9781473635302""",0,4.49,John Murray,Paperback,288,2017,2016,,2024/07/24,"to-read, paper-collection","to-read (#333), paper-collection (#63)",to-read,,,,0,0
32075854,"Magpie Murders (Susan Ryeland, #1)",Anthony Horowitz,"Horowitz, Anthony",,"=""0062645226""","=""9780062645227""",3,3.95,Harper,Hardcover,477,2017,2016,2025/01/04,2021/02/24,"ebook-collection, read-ebooks, mystery, murder","ebook-collection (#234), read-ebooks (#68), mystery (#33), murder (#23)",read,,,,1,0
32887579,"One of Us Is Lying (One of Us Is Lying, #1)",Karen M. McManus,"McManus, Karen M.",,"=""0141375639""","=""9780141375632""",4,3.91,Penguin Books Ltd,Paperback,360,2017,2017,2021/12/04,2020/06/22,"read-paper, source-library, ebook-collection","read-paper (#27), source-library (#3), ebook-collection (#38)",read,,,,1,0
31752282,Shoe Dog: A Memoir by the Creator of NIKE,Phil Knight,"Knight, Phil",,"=""1471146723""","=""9781471146725""",0,4.46,SIMON SCHUSTER,Paperback,400,2018,2016,,2024/07/24,"to-read, paper-collection","to-read (#331), paper-collection (#59)",to-read,,,,0,0
29626641,"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,"Hoover, Colleen",,"=""1471156265""","=""9781471156267""",4,4.10,Simon & Schuster UK,Paperback,378,2016,2016,2024/09/10,2024/07/21,"paper-collection, ebook-collection, read-paper, romance, trigger-warning","paper-collection (#57), ebook-collection (#36), read-paper (#79), romance (#2), trigger-warning (#1)",read,,,,1,0
29405093,The Girl with the Lower Back Tattoo,Amy Schumer,"Schumer, Amy",,"=""1501139886""","=""9781501139888""",5,3.72,Gallery Books,Hardcover,323,2016,2016,,2020/04/07,"read-ebooks, ebook-collection, paper-collection, people, five-star","read-ebooks (#12), ebook-collection (#35), paper-collection (#56), people (#5), five-star (#3)",read,,,,1,0
28503789,"China Rich Girlfriend (Crazy Rich Asians, #2)",Kevin Kwan,"Kwan, Kevin",,"=""0804172064""","=""9780804172066""",5,3.84,Vintage,Paperback,479,2016,2015,2017/01/01,2020/04/07,"read-ebooks, paper-collection, ebook-collection, five-star","read-ebooks (#11), paper-collection (#55), ebook-collection (#34), five-star (#17)",read,,,,1,0
25882068,"The Girl Who Played with Fire (Millennium, #2)",Stieg Larsson,"Larsson, Stieg",,"=""085705404X""","=""9780857054043""",5,4.26,Quercus,Paperback,569,2015,2006,2017/01/01,2020/04/13,"paper-collection, ebook-collection, read-ebooks, five-star","paper-collection (#164), ebook-collection (#184), read-ebooks (#64), five-star (#28)",read,,,,1,0
28186322,"A Curious Beginning (Veronica Speedwell, #1)",Deanna Raybourn,"Raybourn, Deanna",,"=""0451476026""","=""9780451476029""",0,3.96,Berkley,Paperback,368,2016,2015,,2023/03/11,"to-read, ebook-collection","to-read (#240), ebook-collection (#32)",to-read,,,,0,0
23346722,Why Not Me?,Mindy Kaling,"Kaling, Mindy",,"=""0091960304""","=""9780091960308""",3,3.90,Ebury Press,Paperback,240,2015,2015,2024/09/14,2021/02/24,"paper-collection, audiobook-collection, read-paper, ebook-collection, read-audiobooks, people","paper-collection (#51), audiobook-collection (#11), read-paper (#78), ebook-collection (#218), read-audiobooks (#15), people (#9)",read,,,,1,0
25535361,Luckiest Girl Alive,Jessica Knoll,"Knoll, Jessica",,"=""1476789657""","=""9781476789651""",3,3.54,Simon & Schuster,ebook,352,2015,2015,2020/08/28,2020/04/12,"ebook-collection, read-ebooks","ebook-collection (#30), read-ebooks (#8)",read,,,,1,0
22678813,The Joy Luck Club,Amy Tan,"Tan, Amy",,"=""1529115868""","=""9781529115864""",5,3.97,Vintage,Paperback,352,2013,1989,,2020/04/13,"read-paper, paper-collection, ebook-collection, five-star","read-paper (#68), paper-collection (#150), ebook-collection (#168), five-star (#27)",read,,,,1,0
22037456,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.","Jonny Duddle, Tomislav Tomić","=""1408855933""","=""9781408855935""",5,4.50,Bloomsbury,Hardcover,800,2014,2003,,2020/04/13,"paper-collection, read-paper, five-star","paper-collection (#47), read-paper (#21), five-star (#23)",read,,,,1,0
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1594633665""","=""9781594633669""",3,3.96,Riverhead Books,Hardcover,336,2015,2015,,2020/04/07,"read-ebooks, ebook-collection, thriller, mystery","read-ebooks (#7), ebook-collection (#28), thriller (#3), mystery (#4)",read,,,,1,0
21167793,Gone with the Wind,Margaret Mitchell,"Mitchell, Margaret",,"=""1447264533""","=""9781447264538""",0,4.31,Pan,Paperback,984,2014,1936,,2020/04/07,"to-read, ebook-collection, historical-fiction","to-read (#35), ebook-collection (#198), historical-fiction (#4)",to-read,,,,0,0
18709559,The Luminaries,Eleanor Catton,"Catton, Eleanor",,"=""184708432X""","=""9781847084323""",5,3.75,Granta,Paperback,834,2014,2013,2019/01/01,2020/04/13,"read-ebooks, ebook-collection, paper-collection, five-star","read-ebooks (#5), ebook-collection (#25), paper-collection (#42), five-star (#26)",read,,,,1,0
18137523,"Where'd You Go, Bernadette",Maria Semple,"Semple, Maria",,"=""178022124X""","=""9781780221243""",0,3.87,Phoenix,Paperback,332,2013,2012,,2024/07/24,"to-read, paper-collection, ebook-collection","to-read (#321), paper-collection (#40), ebook-collection (#23)",to-read,,,,0,0
17553439,Broken Harbour,Tana French,"French, Tana",,"=""1444705113""","=""9781444705119""",0,3.95,Hachette Books Ireland,Paperback,544,2013,2012,,2024/07/24,"to-read, paper-collection, ebook-collection","to-read (#306), paper-collection (#38), ebook-collection (#205)",to-read,,,,0,0
17470674,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""0007491565""","=""9780007491568""",5,3.97,Harper Voyager,Hardcover,227,2013,1953,2018/01/01,2020/04/07,"read-paper, paper-collection, dystopian, five-star","read-paper (#17), paper-collection (#37), dystopian (#1), five-star (#9)",read,,,,1,0
15924401,"Casino Royale (James Bond, #1)",Ian Fleming,"Fleming, Ian",,"=""0099576856""","=""9780099576853""",4,3.74,Vintage Classics,Paperback,228,2012,1953,2019/02/16,2020/04/13,"read-paper, paper-collection, ebook-collection","read-paper (#15), paper-collection (#34), ebook-collection (#21)",read,,,,1,0
16071831,Five Star Billionaire,Tash Aw,"Aw, Tash",,"=""0812994345""","=""9780812994346""",0,3.47,Spiegel & Grau,Hardcover,400,2013,2013,,2020/04/09,"to-read, ebook-collection","to-read (#82), ebook-collection (#22)",to-read,,,,0,0
16103273,Andy Warhol,Joseph Ketner II,"II, Joseph Ketner",,"=""0714861588""","=""9780714861586""",0,3.93,Phaidon - Focus,Hardcover,146,2013,2013,,2021/02/24,"to-read, paper-collection","to-read (#83), paper-collection (#36)",to-read,,,,0,0
13572976,Answered Prayers,Truman Capote,"Capote, Truman",,"=""0345803043""","=""9780345803047""",3,3.34,Vintage,Kindle Edition,208,2012,1986,2024/06/09,2024/02/19,"ebook-collection, read-ebooks, historical-fiction","ebook-collection (#19), read-ebooks (#3), historical-fiction (#6)",read,,,,1,0
13596166,Joyland,Stephen        King,"King, Stephen",,"=""1781162646""","=""9781781162644""",0,3.93,Titan Publishing Group,Paperback,285,2013,2013,,2021/10/24,"to-read, ebook-collection, paper-collection","to-read (#139), ebook-collection (#20), paper-collection (#197)",to-read,,,,0,0
13536591,Grace: A Memoir,Grace Coddington,"Coddington, Grace",,"=""0812993357""","=""9780812993356""",5,3.80,Random House,Hardcover,416,2012,2012,2021/10/24,2020/04/09,"favorites, source-library, paper-collection, read-paper, ebook-collection, five-star, people","favorites (#8), source-library (#2), paper-collection (#31), read-paper (#14), ebook-collection (#18), five-star (#21), people (#20)",read,,,,1,0
12574016,Holding the Man,Timothy Conigrave,"Conigrave, Timothy",,"=""0143202820""","=""9780143202820""",5,4.41,Penguin Books,Paperback,300,2009,1995,,2020/04/14,"read-ebooks, ebook-collection, paper-collection, five-star","read-ebooks (#9), ebook-collection (#31), paper-collection (#53), five-star (#31)",read,,,,1,0
13435187,Schiaparelli & Prada: Impossible Conversations,Harold Koda,"Koda, Harold","Andrew Bolton, Judith Thurman","=""0300179553""","=""9780300179552""",5,4.23,Metropolitan Museum of Art,Hardcover,324,2012,2012,,2021/11/28,"met-gala-collection, read-paper, paper-collection","met-gala-collection (#6), read-paper (#12), paper-collection (#29)",read,,,,0,0
11291250,Alexander McQueen: Savage Beauty,Andrew Bolton,"Bolton, Andrew",,"=""1588394123""","=""9781588394125""",5,4.56,Metropolitan Museum of Art,Hardcover,240,2011,2011,,2020/08/27,"met-gala-collection, read-paper, paper-collection","met-gala-collection (#5), read-paper (#10), paper-collection (#25)",read,,,,1,0
11030066,"The Fame Game (Fame Game, #1)",Lauren Conrad,"Conrad, Lauren",,"=""0062073281""","=""9780062073280""",0,3.50,HarperTeen,Hardcover,313,2012,2012,,2024/07/24,"to-read, paper-collection","to-read (#302), paper-collection (#27)",to-read,,,,0,0
6097070,"Ripley's Game (Ripley, #3)",Patricia Highsmith,"Highsmith, Patricia",,"=""009950393X""","=""9780099503934""",0,3.84,Vintage Books,Paperback,256,2007,1974,,2024/07/24,"to-read, paper-collection","to-read (#325), paper-collection (#20)",to-read,,,,0,0
10296049,They Came to Baghdad,Agatha Christie,"Christie, Agatha",,"=""000735472X""","=""9780007354726""",0,3.83,HarperCollins,Hardcover,256,2011,1951,,2024/07/25,"to-read, ebook-collection, paper-collection","to-read (#342), ebook-collection (#200), paper-collection (#175)",to-read,,,,0,0
7707538,"Sugar and Spice (L.A. Candy, #3)",Lauren Conrad,"Conrad, Lauren",,"=""0061767638""","=""9780061767630""",0,3.51,HarperCollins,Paperback,288,2011,2010,,2024/07/24,"to-read, paper-collection","to-read (#301), paper-collection (#23)",to-read,,,,0,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",4,4.35,Scholastic Press,Hardcover,374,2008,2008,,2020/04/07,"read-paper, ebook-collection","read-paper (#8), ebook-collection (#14)",read,,,,1,0
3726800,Sex and the City,Candace Bushnell,"Bushnell, Candace",,"=""0349121168""","=""9780349121161""",0,3.39,Abacus,Paperback,256,2008,1996,,2024/08/24,"to-read, paper-collection","to-read (#354), paper-collection (#186)",to-read,,,,0,0
4758093,"L.A. Candy (L.A. Candy, #1)",Lauren Conrad,"Conrad, Lauren",,"=""0061767581""","=""9780061767586""",0,3.34,HarperCollins,Hardcover,326,2009,2009,,2023/03/26,"to-read, paper-collection","to-read (#243), paper-collection (#18)",to-read,,,,0,0
1573192,Wuthering Heights,Emily Brontë,"Brontë, Emily",,"=""0099511592""","=""9780099511595""",2,3.90,Vintage Classics,Paperback,357,2008,1847,2025/03/04,2020/04/07,"paper-collection, read-paper, emotional, romance","paper-collection (#16), read-paper (#85), emotional (#2), romance (#8)",read,"Contains SPOILERS<br/><br/>I expected a grand, sweeping love story, with star-crossed lovers and sweeping landscapes. But I found literally all the characters to be terrible and unlikeable (and possibly racist? Depends how you read the beginning TBH), and one half of the central love story dies before the halfway mark. I struggled to finish it, but powered through because I'll be damned if I'm defeated by whiny, spoiled brats. At least the ghosts at the end were happy (I guess)",true,,1,0
1757498,The Exorcist,William Peter Blatty,"Blatty, William Peter",,"=""0552156884""","=""9780552156882""",0,4.21,Corgi Books,Paperback,364,2007,1971,,2023/03/28,"to-read, ebook-collection","to-read (#250), ebook-collection (#13)",to-read,,,,0,0
1046143,Angela's Ashes,Frank McCourt,"McCourt, Frank",,"=""0684824515""","=""9780684824512""",5,4.15,Scribner,Hardcover,0,2009,1996,,2020/04/07,"read-paper, paper-collection, people, five-star","read-paper (#7), paper-collection (#14), people (#6), five-star (#4)",read,,,,1,0
862017,"The Mystery of the 99 Steps (Nancy Drew Mystery Stories, #43)",Carolyn Keene,"Keene, Carolyn",,"=""0448095432""","=""9780448095431""",4,3.94,Grosset & Dunlap,Hardcover,176,1966,1966,,2020/04/13,"read-ebooks, ebook-collection, read-paper","read-ebooks (#2), ebook-collection (#12), read-paper (#6)",read,,,,1,0
828513,The Diary of a Young Girl,Anne Frank,"Frank, Anne",,"=""0141315180""","=""9780141315188""",0,4.20,"Penguin Books, Limited (UK)",Paperback,341,2003,1947,,2024/07/24,"to-read, paper-collection","to-read (#310), paper-collection (#12)",to-read,,,,0,0
818022,"Angels and Demons: Special Illustrated Collector's Edition (Robert Langdon, #1)",Dan    Brown,"Brown, Dan",,"=""0593054865""","=""9780593054864""",4,3.95,Bantam Press,Hardcover,510,2005,2000,,2020/04/07,"paper-collection, read-paper, thriller, mystery, murder","paper-collection (#10), read-paper (#81), thriller (#1), mystery (#2), murder (#12)",read,,,,2,0
704624,"House of Hilton: From Conrad to Paris: A Drama of Wealth, Power, and Privilege",Jerry Oppenheimer,"Oppenheimer, Jerry",,"=""0307337235""","=""9780307337238""",2,3.11,Three Rivers Press,Paperback,304,2007,2006,2024/03/22,2021/10/28,"read-ebooks, ebook-collection, paper-collection, people","read-ebooks (#1), ebook-collection (#10), paper-collection (#8), people (#12)",read,,,,1,0
640021,The Mirror Crack'd from Side to Side,Agatha Christie,"Christie, Agatha",,"=""0007208553""","=""9780007208555""",0,3.96,HarperCollins,Hardcover,256,2006,1962,,2024/07/25,"to-read, ebook-collection, paper-collection","to-read (#339), ebook-collection (#202), paper-collection (#177)",to-read,,,,0,0
590002,"The ABC Murders (Hercule Poirot, #13)",Agatha Christie,"Christie, Agatha",,"=""0007234430""","=""9780007234431""",3,4.03,HarperCollins,Hardcover,252,2006,1936,2025/01/29,2024/07/25,"ebook-collection, paper-collection, read-paper, murder, mystery","ebook-collection (#203), paper-collection (#178), read-paper (#84), murder (#24), mystery (#34)",read,,,,1,0
578597,"Bridget Jones: The Edge of Reason (Bridget Jones, #2)",Helen Fielding,"Fielding, Helen",,"=""0330367358""","=""9780330367356""",0,3.62,Picador,Paperback,422,2000,1999,,2024/09/01,"to-read, paper-collection","to-read (#359), paper-collection (#191)",to-read,,,,0,0
400642,Living History,Hillary Rodham Clinton,"Clinton, Hillary Rodham",,"=""0747255156""","=""9780747255154""",0,3.76,HEADLINE BOOK PUBLISHING,Hardcover,,2003,2003,,2024/07/24,"to-read, paper-collection","to-read (#335), paper-collection (#4)",to-read,,,,0,0
564632,"Eat, Pray, Love: One Woman's Search for Everything",Elizabeth Gilbert,"Gilbert, Elizabeth",,"=""0747585660""","=""9780747585664""",0,3.64,Bloomsbury,Paperback,349,2007,2006,,2022/12/06,"to-read, paper-collection","to-read (#233), paper-collection (#7)",to-read,,,,0,0
105973,House of M,Brian Michael Bendis,"Bendis, Brian Michael","Olivier Coipel, Sergio Miranda, Tim Townsend, Rick Magyar, Fernando Lopes, John Dell, Scott Hanna, Frank D'Armata, Chris Eliopoulos","=""0785117210""","=""9780785117216""",5,4.08,Marvel Universe,Paperback,224,2006,2006,,2021/02/03,"read-paper, paper-collection","read-paper (#3), paper-collection (#2)",read,,,,1,0
28676,American Psycho,Bret Easton Ellis,"Ellis, Bret Easton",,"=""0679735771""","=""9780679735779""",0,3.80,Vintage Contemporaries / Random House,Paperback,399,1991,1991,,2021/02/24,read-paper,read-paper (#2),read,,,,1,0
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,"=""0312330871""","=""9780312330873""",5,4.28,St. Martin's Griffin,Paperback,264,2004,1939,,2020/04/07,"favorites, read-paper, ebook-collection, mystery, five-star","favorites (#4), read-paper (#1), ebook-collection (#5), mystery (#6), five-star (#11)",read,,,,1,0
24280,Les Misérables,Victor Hugo,"Hugo, Victor","Norman MacAfee, Charles E. Wilbour, Lee Fahnestock, Isabel Florence Hapgood","=""0451525264""","=""9780451525260""",0,4.21,Penguin,Mass Market Paperback,1463,1987,1862,,2020/04/07,"to-read, ebook-collection, paper-collection, historical-fiction","to-read (#34), ebook-collection (#185), paper-collection (#165), historical-fiction (#3)",to-read,,,,0,0
10574,The Colorado Kid,Stephen        King,"King, Stephen",,"=""0843955848""","=""9780843955842""",0,3.38,Dorchester Publishing Co.,Mass Market Paperback,178,2005,2005,,2021/10/24,"to-read, ebook-collection","to-read (#140), ebook-collection (#4)",to-read,,,,0,0
5359,The Client,John Grisham,"Grisham, John",,"=""0385339089""","=""9780385339087""",0,4.06,Delta Trade Paperbacks,Paperback,483,2005,1993,,2020/04/14,"to-read, ebook-collection","to-read (#63), ebook-collection (#3)",to-read,,,,0,0
58758641,"Buried in a Good Book (By the Book Mysteries, #1)",Tamara Berry,"Berry, Tamara",,"=""1728248604""","=""9781728248608""",0,3.79,Poisoned Pen Press,Mass Market Paperback,333,2022,2022,,2025/06/26,to-read,to-read (#414),to-read,,,,0,0
32283133,"Origin (Robert Langdon, #5)",Dan    Brown,"Brown, Dan",,"=""0385514239""","=""9780385514231""",0,3.90,Doubleday,Hardcover,461,2017,2017,,2021/02/24,to-read,to-read (#97),to-read,,,,0,0
215805799,The Gatsby Gambit,Claire Anderson Wheeler,"Wheeler, Claire Anderson",,"=""0593831632""","=""9780593831632""",0,3.58,Viking,Hardcover,368,2025,2025,,2025/06/24,to-read,to-read (#413),to-read,,,,0,0
220161593,"The Woman in Suite 11  (Lo Blacklock, #2)",Ruth Ware,"Ware, Ruth",,"=""1668025620""","=""9781668025628""",0,3.70,Gallery/Scout Press,Hardcover,400,2025,2025,,2025/06/24,to-read,to-read (#412),to-read,,,,0,0
219603177,With a Vengeance,Riley Sager,"Sager, Riley",,"=""0593472403""","=""9780593472408""",0,3.50,Dutton,Hardcover,383,2025,2025,,2025/06/22,to-read,to-read (#411),to-read,,,,0,0
215057625,The French Honeymoon,Anne-Sophie Jouhanneau,"Jouhanneau, Anne-Sophie",,"=""1464229406""","=""9781464229404""",0,3.21,Sourcebooks Landmark,Hardcover,288,2025,2025,,2025/06/22,to-read,to-read (#410),to-read,,,,0,0
2075688,The Secret Adversary,Agatha Christie,"Christie, Agatha",,"=""0007265158""","=""9780007265152""",0,3.85,HarperCollins,Hardcover,257,2007,1922,,2025/06/20,currently-reading,currently-reading (#2),currently-reading,,,,1,0
58520598,"Treasure & Dirt (Ivan Lucic & Nell Buchanan, #1)",Chris Hammer,"Hammer, Chris",Dorje Swallow,"=""1761063030""","=""9781761063039""",0,4.06,Allen & Unwin AU,Kindle Edition,512,2021,2021,,2025/06/18,to-read,to-read (#409),to-read,,,,0,0
216557696,Dead Girl Gone (The Bookshop Detectives #1),Gareth Ward,"Ward, Gareth",Louise  Ward,"=""1776951018""","=""9781776951017""",0,3.80,Penguin eBooks (NZ Adult),Kindle Edition,340,2024,2024,,2025/06/14,to-read,to-read (#408),to-read,,,,0,0
215128805,One Perfect Couple,Ruth Ware,"Ware, Ruth",,"=""1668025612""","=""9781668025611""",0,3.64,Gallery/Scout Press,ebook,400,2024,2024,,2025/06/11,currently-reading,currently-reading (#1),currently-reading,,,,1,0
213395480,Victorian Psycho,Virginia Feito,"Feito, Virginia",,"=""1631498630""","=""9781631498633""",0,3.59,Liveright,Hardcover,208,2025,2025,,2025/06/09,to-read,to-read (#407),to-read,,,,0,0
201306695,"Breaking the Dark (Marvel Crime, #1)",Lisa Jewell,"Jewell, Lisa",,"=""1368090125""","=""9781368090124""",0,3.66,Hyperion Avenue,Hardcover,384,2024,2024,,2025/06/01,to-read,to-read (#406),to-read,,,,0,0
218696030,Making Friends Can Be Murder,Kathleen    West,"West, Kathleen",,"=""0593335538""","=""9780593335536""",0,4.04,Berkley,Paperback,432,2025,2025,,2025/05/16,to-read,to-read (#405),to-read,,,,0,0
31250564,A Simple Favor,Darcey Bell,"Bell, Darcey",,"=""0062497790""","=""9780062497796""",0,3.28,Harper ,Kindle Edition,304,2017,2017,,2025/05/11,to-read,to-read (#404),to-read,,,,0,0
221146758,Too Old for This,Samantha  Downing,"Downing, Samantha",,"=""0593101057""","=""9780593101056""",0,4.40,Berkley,Kindle Edition,,2025,2025,,2025/03/04,to-read,to-read (#403),to-read,,,,0,0
216522745,The Seven O'Clock Club,Amelia Ireland,"Ireland, Amelia",,"=""0593952634""","=""9780593952634""",0,3.83,Berkley,Hardcover,368,2025,2025,,2025/03/04,to-read,to-read (#402),to-read,,,,0,0
125476780,Rabbit Hole,Kate Brody,"Brody, Kate",,"=""1641294876""","=""9781641294874""",0,3.07,Soho Crime,Hardcover,374,2024,2024,,2025/02/28,to-read,to-read (#401),to-read,,,,0,0
309434,Malice Aforethought,Francis Iles,"Iles, Francis",,"=""0752864785""","=""9780752864785""",0,3.93,Orion,Paperback,310,2005,1931,,2025/02/21,to-read,to-read (#400),to-read,,,,0,0
