Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
35297426,Then She Was Gone,Lisa Jewell,"Jewell, Lisa",,"=""1501154648""","=""9781501154645""",0,4.04,Atria Books,Paperback,359,2018,2017,,2020/04/07,"to-read, ebook-collection","to-read (#42), ebook-collection (#41)",to-read,,,,0,0
55711617,"My Heart Is a Chainsaw (The Indian Lake Trilogy, #1)",Stephen Graham Jones,"Jones, Stephen Graham",,"=""1982137630""","=""9781982137632""",0,3.52,Gallery / Saga Press,Hardcover,405,2021,2021,,2021/11/20,"to-read, ebook-collection","to-read (#170), ebook-collection (#93)",to-read,,,,0,0
54798175,Later,Stephen        King,"King, Stephen",,"=""""","=""""",0,3.97,Hard Case Crime,Kindle Edition,248,2021,2021,,2021/10/24,"to-read, ebook-collection","to-read (#138), ebook-collection (#189)",to-read,,,,0,0
59788404,A Visible Man: A Memoir,Edward Enninful,"Enninful, Edward",,"=""0593299485""","=""9780593299487""",0,4.13,Penguin Press,Hardcover,288,2022,2022,,2022/12/04,"to-read, paper-collection","to-read (#10), paper-collection (#118)",to-read,,,,0,0
23807,"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,"Harris, Thomas",,"=""""","=""""",0,4.25,Arrow Books,Paperback,421,2002,1988,,2020/04/10,"to-read, ebook-collection","to-read (#48), ebook-collection (#190)",to-read,,,,0,0
57690123,"The Maid (Molly the Maid, #1)",Nita Prose,"Prose, Nita",,"=""""","=""""",4,3.75,Ballantine Books,Kindle Edition,385,2022,2022,2023/03/25,2022/01/10,"ebook-collection, read-ebooks, murder, mystery, light","ebook-collection (#188), read-ebooks (#54), murder (#13), mystery (#20), light (#5)",read,,,,1,0
60007818,Mexican Gothic,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,"=""1529402689""","=""9781529402681""",4,3.67,Jo Fletcher Books,Paperback,301,2020,2020,2022/02/26,2020/09/04,"read-paper, paper-collection, ebook-collection, horror","read-paper (#60), paper-collection (#119), ebook-collection (#125), horror (#4)",read,,,,1,0
519243,"Curtain: Poirot's Last Case (Hercule Poirot, #44)",Agatha Christie,"Christie, Agatha",,"=""0002316196""","=""9780002316194""",0,4.10,HarperCollins,Hardcover,240,2009,1975,,2024/07/24,"to-read, paper-collection, ebook-collection","to-read (#312), paper-collection (#6), ebook-collection (#9)",to-read,,,,0,0
32925790,Rei Kawakubo/Comme des Garçons: Art of the In-Between,Andrew Bolton,"Bolton, Andrew",,"=""1588396207""","=""9781588396204""",5,4.53,Metropolitan Museum of Art,Hardcover,248,2017,,,2020/08/27,"met-gala-collection, read-paper, paper-collection","met-gala-collection (#2), read-paper (#28), paper-collection (#61)",read,,,,1,0
46158573,The Turn of the Key,Ruth Ware,"Ware, Ruth",,"=""1784708097""","=""9781784708092""",3,3.91,RUKH,Paperback,343,2020,2019,2022/03/10,2020/04/07,"source-library, read-paper","source-library (#6), read-paper (#36)",read,,,,1,0
56350284,Such a Fun Age,Kiley Reid,"Reid, Kiley",,"=""152661216X""","=""9781526612168""",0,3.78,Bloomsbury,Paperback,310,2020,2019,,2024/07/24,"to-read, paper-collection","to-read (#317), paper-collection (#102)",to-read,,,,0,0
60865961,Love Me as I Am,Garcelle Beauvais,"Beauvais, Garcelle",,"=""0063099616""","=""9780063099616""",4,3.61,HarperAudio,Audiobook,,2022,,2024/03/05,2022/04/28,"ebook-collection, read-ebooks, read-audiobooks, people, housewives","ebook-collection (#130), read-ebooks (#37), read-audiobooks (#5), people (#13), housewives (#2)",read,,,,1,0
37506424,"Rich People Problems (Crazy Rich Asians, #3)",Kevin Kwan,"Kwan, Kevin",,"=""052543237X""","=""9780525432371""",5,3.95,Vintage,Paperback,541,2018,2017,2017/01/01,2020/04/07,"ebook-collection, paper-collection, read-ebooks, five-star","ebook-collection (#47), paper-collection (#70), read-ebooks (#19), five-star (#18)",read,,,,1,0
40723277,The Shining,Stephen        King,"King, Stephen",,"=""147369549X""","=""9781473695498""",5,4.28,Hodder,Paperback,497,2018,1977,2021/03/05,2020/04/07,"read-paper, paper-collection, horror, five-star, mystery","read-paper (#31), paper-collection (#79), horror (#1), five-star (#12), mystery (#31)",read,,,,1,0
58537644,"The Affair of the Bloodstained Egg Cosy (The Affair Of. Mysteries, 1)",James  Anderson,"Anderson, James",,"=""0749027525""","=""9780749027520""",0,3.82,Allison & Busby,Paperback,336,2021,1975,,2022/02/28,"to-read, paper-collection","to-read (#17), paper-collection (#110)",to-read,,,,0,0
13572872,My Policeman,Bethan Roberts,"Roberts, Bethan",,"=""0099555255""","=""9780099555254""",0,4.00,Vintage UK,Paperback,342,2014,2012,,2024/07/24,"to-read, paper-collection","to-read (#330), paper-collection (#32)",to-read,,,,0,0
36199084,"The Kiss Quotient (The Kiss Quotient, #1)",Helen  Hoang,"Hoang, Helen",,"=""0451490819""","=""""",0,3.88,Berkley,Kindle Edition,323,2018,2018,,2021/11/28,"to-read, ebook-collection","to-read (#179), ebook-collection (#44)",to-read,,,,0,0
28877,"Red Dragon (Hannibal Lecter, #1)",Thomas  Harris,"Harris, Thomas",,"=""""","=""""",0,4.07,Dutton,Hardcover,454,2000,1981,,2020/04/07,"to-read, ebook-collection","to-read (#37), ebook-collection (#187)",to-read,,,,0,0
28267227,"The Likeness (Dublin Murder Squad, #2)",Tana French,"French, Tana",,"=""""","=""""",0,4.06,Hodder & Stoughton,Paperback,696,2013,2008,,2024/07/24,"to-read, paper-collection, ebook-collection","to-read (#308), paper-collection (#168), ebook-collection (#207)",to-read,,,,0,0
59345245,Bad Mormon: A Memoir,Heather Gay,"Gay, Heather",,"=""1982199539""","=""9781982199531""",3,3.50,Gallery Books,Hardcover,304,2023,2023,2023/05/19,2022/05/14,"ebook-collection, paper-collection, read-paper, housewives","ebook-collection (#120), paper-collection (#116), read-paper (#58), housewives (#3)",read,,,,1,0
198417561,The Thursday Murder Club (Thursday Murder Club #1),Richard Osman,"Osman, Richard",,"=""0241988268""","=""9780241988268""",4,3.87,Penguin,Paperback,377,2023,2020,2023/06/06,2021/10/12,"ebook-collection, light, murder, mystery, read-paper, paper-collection","ebook-collection (#228), light (#9), murder (#19), mystery (#26), read-paper (#83), paper-collection (#194)",read,,,,1,0
9357704,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""""","=""""",5,3.93,Vintage Classics,Paperback,148,2011,1925,,2020/04/07,"favorites, read-paper, paper-collection, five-star","favorites (#2), read-paper (#75), paper-collection (#167), five-star (#5)",read,,,,1,0
25020824,Alexander McQueen: Blood Beneath the Skin,Andrew    Wilson,"Wilson, Andrew",,"=""""","=""""",5,4.08,Simon & Schuster UK,Kindle Edition,385,2015,2015,,2020/04/20,"read-paper, paper-collection, ebook-collection, five-star","read-paper (#74), paper-collection (#166), ebook-collection (#186), five-star (#32)",read,,,,1,0
56969561,The Mad Women's Ball,Victoria Mas,"Mas, Victoria",Frank Wynne,"=""1419757598""","=""9781419757594""",5,3.79,Harry N. Abrams,Hardcover,224,2021,2019,2021/11/22,2021/10/24,"source-library, read-paper, ebook-collection, five-star, historical-fiction, trigger-warning","source-library (#21), read-paper (#54), ebook-collection (#105), five-star (#43), historical-fiction (#8), trigger-warning (#6)",read,,,,1,0
145572,The Hours,Michael Cunningham,"Cunningham, Michael",,"=""184115783X""","=""9781841157832""",3,3.95,Fourth Estate,Paperback,226,2003,1998,2003/01/01,2021/02/22,"read-paper, paper-collection, trigger-warning","read-paper (#4), paper-collection (#3), trigger-warning (#9)",read,,,,2,0
50173039,When No One Is Watching,Alyssa Cole,"Cole, Alyssa",,"=""0062982664""","=""9780062982667""",0,3.48,William Morrow Paperbacks,ebook,368,2020,2020,,2020/08/02,"to-read, ebook-collection","to-read (#68), ebook-collection (#68)",to-read,,,,0,0
56182588,"The Hawthorne Legacy (The Inheritance Games, #2)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,"=""""","=""""",0,4.19,Penguin ,Paperback,358,2021,2021,,2021/09/13,"to-read, paper-collection, ebook-collection","to-read (#127), paper-collection (#88), ebook-collection (#71)",to-read,,,,0,0
60572611,Apples Never Fall,Liane Moriarty,"Moriarty, Liane",,"=""1760987379""","=""9781760987374""",4,3.76,Pan Australia,Paperback,496,2022,2021,2024/01/28,2021/09/09,"ebook-collection, paper-collection, mystery, read-ebooks","ebook-collection (#129), paper-collection (#121), mystery (#18), read-ebooks (#63)",read,,,,1,0
58323892,"Husband Material (London Calling, #2)",Alexis  Hall,"Hall, Alexis",,"=""1728250943""","=""""",0,3.55,Sourcebooks Casablanca,Kindle Edition,423,2022,2022,,2021/12/06,"to-read, ebook-collection","to-read (#185), ebook-collection (#110)",to-read,,,,0,0
32816152,Final Girls,Riley Sager,"Sager, Riley",,"=""1101985372""","=""9781101985373""",3,3.82,Dutton Books,ebook,368,2017,2017,2024/09/20,2020/04/07,"ebook-collection, read-ebooks, thriller, horror, murder","ebook-collection (#37), read-ebooks (#62), thriller (#5), horror (#2), murder (#3)",read,,,,1,0
53265647,The Meaning of Mariah Carey,Mariah Carey,"Carey, Mariah",Michaela Angela Davis,"=""1250164680""","=""9781250164681""",5,4.08,Andy Cohen Books,Hardcover,349,2020,2020,2021/10/10,2020/08/27,"read-audiobooks, read-paper, paper-collection, ebook-collection, source-library, five-star, people","read-audiobooks (#4), read-paper (#43), paper-collection (#96), ebook-collection (#81), source-library (#11), five-star (#34), people (#21)",read,,,,1,0
54342680,Nancy Business,R.W.R. McDonald,"McDonald, R.W.R.",,"=""1760878871""","=""9781760878870""",5,3.95,Allen & Unwin,Paperback,360,2021,2021,2021/10/03,2021/02/24,"read-paper, source-library, five-star, light, murder, mystery, lgbt","read-paper (#46), source-library (#14), five-star (#41), light (#10), murder (#20), mystery (#29), lgbt (#6)",read,,,,1,0
12869741,Life Is Not a Reality Show,Kyle  Richards,"Richards, Kyle",,"=""0062113488""","=""9780062113481""",0,2.97,HarperOne,Hardcover,272,2011,2011,,2020/04/07,"to-read, ebook-collection","to-read (#44), ebook-collection (#16)",to-read,,,,0,0
36284157,What Happened,Hillary Rodham Clinton,"Clinton, Hillary Rodham",,"=""1925596699""","=""9781925596694""",0,3.92,Simon & Schuster,Hardcover,512,2017,2017,,2024/07/24,"to-read, paper-collection","to-read (#334), paper-collection (#68)",to-read,,,,0,0
55276648,The Reading List,Sara Nisha Adams,"Adams, Sara Nisha",,"=""0063025280""","=""9780063025288""",0,4.07,William Morrow,Hardcover,368,2021,2021,,2021/11/20,"to-read, read-ebooks","to-read (#167), read-ebooks (#29)",to-read,,,,0,0
19696501,Emma,Jane Austen,"Austen, Jane",,"=""""","=""""",0,4.05,Vintage Digital,Kindle Edition,299,2012,1815,,2021/11/21,"to-read, paper-collection","to-read (#171), paper-collection (#144)",to-read,,,,0,0
55361205,A Promised Land,Barack Obama,"Obama, Barack",,"=""1524763187""","=""9781524763183""",0,4.32,Crown,Kindle Edition,768,2020,2020,,2021/10/27,"to-read, paper-collection","to-read (#146), paper-collection (#143)",to-read,,,,0,0
128630,The Time Traveler's Wife,Audrey Niffenegger,"Niffenegger, Audrey",,"=""""","=""""",0,4.00,Vintage,Paperback,522,2005,2003,,2024/08/24,"to-read, paper-collection","to-read (#355), paper-collection (#188)",to-read,,,,0,0
131359,"Death on the Nile (Hercule Poirot, #18)",Agatha Christie,"Christie, Agatha",,"=""""","=""""",0,4.12,Bantam Books,Paperback,352,1978,1937,,2021/02/24,"to-read, ebook-collection","to-read (#86), ebook-collection (#161)",to-read,,,,0,0
58028296,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""1408891387""","=""9781408891384""",0,4.31,Bloomsbury Publishing,Paperback,352,2017,2011,,2021/09/13,"to-read, ebook-collection, paper-collection","to-read (#5), ebook-collection (#155), paper-collection (#139)",to-read,,,,0,0
13532238,Is Everyone Hanging Out Without Me? [And Other Concerns],Mindy Kaling,"Kaling, Mindy",,"=""0307886271""","=""9780307886279""",3,3.86,Crown,Paperback,222,2012,2011,,2020/04/07,"paper-collection, read-audiobooks, ebook-collection, read-paper, people","paper-collection (#30), read-audiobooks (#1), ebook-collection (#17), read-paper (#13), people (#2)",read,,,,2,0
58529537,The Paris Apartment,Lucy Foley,"Foley, Lucy",,"=""""","=""""",4,3.65,William Morrow,Kindle Edition,363,2022,2022,2024/08/30,2021/07/09,"ebook-collection, read-ebooks, mystery, thriller, murder","ebook-collection (#219), read-ebooks (#61), mystery (#12), thriller (#6), murder (#5)",read,,,,1,0
204795442,"The Body in the Backyard (Riley Thorn, #4)",Lucy Score,"Score, Lucy",,"=""146421655X""","=""9781464216558""",3,4.16,Bloom Books,Paperback,368,2024,2024,2024/07/24,2024/03/10,"ebook-collection, read-ebooks, light, mystery, murder","ebook-collection (#145), read-ebooks (#40), light (#3), mystery (#15), murder (#8)",read,,,,1,0
55511406,Unfinished,Priyanka Chopra Jonas,"Jonas, Priyanka Chopra",,"=""0241511437""","=""9780241511435""",4,3.67,Michael Joseph,Paperback,0,2021,2021,2023/04/15,2021/02/25,"ebook-collection, read-paper, source-library, people","ebook-collection (#91), read-paper (#50), source-library (#17), people (#19)",read,,,,1,0
6700631,The Devil Wears Prada,Lauren Weisberger,"Weisberger, Lauren",,"=""""","=""""",0,3.81,HarperCollinsPublishers,Paperback,391,2003,2003,,2020/04/07,"to-read, ebook-collection, paper-collection","to-read (#31), ebook-collection (#1), paper-collection (#1)",to-read,,,,0,0
1250158,"The Notebook (The Notebook, #1)",Nicholas Sparks,"Sparks, Nicholas",,"=""0751540471""","=""9780751540475""",0,4.16,Sphere,Paperback,189,2007,1996,,2024/07/24,"to-read, paper-collection, romance","to-read (#2), paper-collection (#15), romance (#7)",to-read,,,,0,0
29800406,The Outsiders,S.E. Hinton,"Hinton, S.E.",,"=""0141368888""","=""9780141368887""",5,4.14,Penguin,Paperback,224,2016,1967,,2020/04/07,"favorites, read-paper, paper-collection, five-star","favorites (#3), read-paper (#26), paper-collection (#58), five-star (#10)",read,,,,1,0
9418327,Bossypants,Tina Fey,"Fey, Tina",,"=""""","=""""",5,3.96,Reagan Arthur Books,ebook,283,2011,2011,,2020/04/07,"paper-collection, read-ebooks, ebook-collection, people, five-star","paper-collection (#145), read-ebooks (#46), ebook-collection (#163), people (#1), five-star (#1)",read,,,,1,0
54648415,"Riley Thorn and the Dead Guy Next Door (Riley Thorn, #1)",Lucy Score,"Score, Lucy",,"=""""","=""""",4,4.16,That's What She Said Publishing,ebook,520,2020,2020,2021/03/27,2021/03/13,"read-ebooks, ebook-collection","read-ebooks (#45), ebook-collection (#162)",read,,,,1,0
51335759,"Good Girl, Bad Blood (A Good Girl's Guide to Murder, #2)",Holly  Jackson,"Jackson, Holly",,"=""1405297751""","=""9781405297752""",0,4.26,Electric Monkey,Paperback,413,2020,2020,,2021/03/29,"to-read, paper-collection, ebook-collection","to-read (#104), paper-collection (#90), ebook-collection (#73)",to-read,,,,0,0
53343631,"A Bad Day for Sunshine (Sunshine Vicram, #1)",Darynda Jones,"Jones, Darynda",,"=""0349427178""","=""9780349427171""",4,4.07,Piatkus,Paperback,390,2020,2020,2021/10/29,2021/09/13,"read-paper, source-library, ebook-collection","read-paper (#44), source-library (#12), ebook-collection (#82)",read,,,,1,0
53138099,"Finlay Donovan Is Killing It (Finlay Donovan, #1)",Elle Cosimano,"Cosimano, Elle",,"=""1250241707""","=""9781250241702""",0,4.00,Minotaur Books,Hardcover,355,2021,2021,,2023/02/03,"to-read, ebook-collection","to-read (#237), ebook-collection (#80)",to-read,,,,0,0
42201431,"The Unhoneymooners (Unhoneymooners, #1)",Christina Lauren,"Lauren, Christina",,"=""1501128035""","=""9781501128035""",0,3.90,Gallery Books,Paperback,432,2019,2019,,2022/05/29,"to-read, paper-collection","to-read (#212), paper-collection (#137)",to-read,,,,0,0
61426712,"Death in Daylesford (Phryne Fisher, #21)",Kerry Greenwood,"Greenwood, Kerry",,"=""1761066374""","=""9781761066375""",0,3.97,Allen & Unwin,Mass Market Paperback,0,2022,2020,,2024/08/24,"to-read, paper-collection","to-read (#350), paper-collection (#183)",to-read,,,,0,0
59686527,Make It Nice,Dorinda Medley,"Medley, Dorinda",,"=""""","=""""",4,3.69,Audible,Audible Audio,,2021,2021,2021/11/25,2021/11/22,"read-audiobooks, ebook-collection","read-audiobooks (#10), ebook-collection (#154)",read,,,,1,0
12990238,The Help,Kathryn Stockett,"Stockett, Kathryn",,"=""0241950805""","=""9780241950807""",0,4.46,Penguin Group (Australia),Paperback,444,2010,2009,,2020/04/07,"to-read, paper-collection, historical-fiction","to-read (#30), paper-collection (#28), historical-fiction (#2)",to-read,,,,0,0
34840184,"The Perfect Couple (Nantucket, #3)",Elin Hilderbrand,"Hilderbrand, Elin",,"=""0316375241""","=""9780316375245""",0,3.97,"Little, Brown and Company",Kindle Edition,480,2018,2018,,2024/09/20,"to-read, ebook-collection","to-read (#363), ebook-collection (#223)",to-read,,,,0,0
55053187,"Portrait of a Scotsman (A League of Extraordinary Women, #3)",Evie Dunmore,"Dunmore, Evie",,"=""198480572X""","=""9781984805720""",0,3.87,Berkley,Paperback,448,2021,2021,,2021/11/22,"to-read, ebook-collection","to-read (#176), ebook-collection (#87)",to-read,,,,0,0
16378174,The Slap,Christos Tsiolkas,"Tsiolkas, Christos",,"=""174237560X""","=""9781742375601""",0,3.26,Allen & Unwin,Paperback,570,2011,2008,,2024/08/24,"to-read, paper-collection","to-read (#352), paper-collection (#185)",to-read,,,,0,0
20910157,Yes Please,Amy Poehler,"Poehler, Amy",,"=""0062268341""","=""9780062268341""",5,3.85,Dey St.,Hardcover,329,2014,2014,,2020/04/07,"read-ebooks, paper-collection, ebook-collection, read-audiobooks, people, five-star","read-ebooks (#6), paper-collection (#43), ebook-collection (#27), read-audiobooks (#2), people (#3), five-star (#2)",read,,,,1,0
58950068,The Family Next Door,Sally Hepworth,"Hepworth, Sally",,"=""1760988030""","=""9781760988036""",0,3.83,Pan Australia,Paperback,336,2021,2018,,2024/07/24,"to-read, paper-collection","to-read (#315), paper-collection (#112)",to-read,,,,0,0
214363953,"Cher: The Memoir, Part 1",Cher,"Cher, Cher",,"=""0008355371""","=""9780008355371""",0,4.25,HarperCollins,Kindle Edition,432,2024,2024,,2025/01/02,"to-read, people","to-read (#387), people (#23)",to-read,,,,0,0
1678369,Alek: From Sudanese Refugee to International Supermodel,Alek Wek,"Wek, Alek",,"=""0061243310""","=""9780061243318""",0,3.85,Amistad,Hardcover,224,2007,2007,,2023/03/27,"to-read, paper-collection","to-read (#249), paper-collection (#17)",to-read,,,,0,0
51895708,She Said,Jodi Kantor,"Kantor, Jodi",Megan Twohey,"=""1526603276""","=""9781526603272""",0,4.34,Bloomsbury Publishing,Paperback,336,2019,2019,,2024/08/24,"to-read, paper-collection","to-read (#349), paper-collection (#181)",to-read,,,,0,0
56969544,Black Friend: Essays,Ziwe,"Ziwe, Ziwe",,"=""1419756346""","=""9781419756344""",0,4.27,Harry N. Abrams,Hardcover,192,2023,2023,,2024/01/30,"to-read, ebook-collection","to-read (#271), ebook-collection (#212)",to-read,,,,0,0
578596,Bridget Jones's Diary,Helen Fielding,"Fielding, Helen",,"=""0330332775""","=""9780330332774""",0,3.81,Picador,Paperback,310,1997,1996,,2024/09/01,"to-read, paper-collection","to-read (#358), paper-collection (#192)",to-read,,,,0,0
18373213,"Crazy Rich Asians (Crazy Rich Asians, #1)",Kevin Kwan,"Kwan, Kevin",,"=""0345803787""","=""9780345803788""",5,3.91,Vintage,Paperback,527,2014,2013,2016/01/01,2020/04/07,"favorites, ebook-collection, paper-collection, read-ebooks, five-star","favorites (#5), ebook-collection (#24), paper-collection (#41), read-ebooks (#4), five-star (#16)",read,,,,1,0
25555839,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,"=""1444775812""","=""9781444775815""",0,4.38,Sceptre,Paperback,295,2015,2012,,2024/09/23,"to-read, paper-collection","to-read (#369), paper-collection (#198)",to-read,,,,0,0
206174140,Blue Sisters,Coco Mellors,"Mellors, Coco",,"=""0008623015""","=""9780008623012""",3,3.95,Fourth Estate,Kindle Edition,354,2024,2024,2025/02/15,2024/09/23,"trigger-warning, emotional, read-ebooks, ebook-collection","trigger-warning (#12), emotional (#4), read-ebooks (#73), ebook-collection (#235)",read,,,,1,0
5358,The Firm,Robin Waterfield,"Waterfield, Robin",John Grisham,"=""0582418275""","=""9780582418271""",0,4.06,Addison Wesley Publishing Company,Paperback,76,2000,1991,,2020/04/14,"to-read, ebook-collection","to-read (#64), ebook-collection (#2)",to-read,,,,0,0
8366074,"The Handmaid's Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",4,4.15,Vintage Books,Paperback,324,2010,1985,2018/01/01,2020/04/07,"read-paper, paper-collection, ebook-collection","read-paper (#9), paper-collection (#24), ebook-collection (#15)",read,,,,1,0
52019296,Glossy: The inside story of Vogue,Nina-Sophia Miralles,"Miralles, Nina-Sophia",,"=""152940276X""","=""9781529402766""",4,3.87,Quercus,Hardcover,352,2020,,2021/11/07,2021/04/05,"read-paper, source-library","read-paper (#39), source-library (#8)",read,,,,1,0
29918785,"The Woman in Cabin 10 (Lo Blacklock, #1)",Ruth Ware,"Ware, Ruth",,"=""1501132946""","=""9781501132940""",3,3.73,Gallery/Scout Press,Kindle Edition,350,2016,2016,2019/01/01,2020/04/07,"read-ebooks, ebook-collection","read-ebooks (#10), ebook-collection (#33)",read,,,,1,0
39284185,"Force of Nature (Aaron Falk, #2)",Jane Harper,"Harper, Jane",,"=""1760554766""","=""9781760554767""",0,3.84,Pan Macmillan Australia,Paperback,384,2018,2017,,2024/02/24,"to-read, paper-collection","to-read (#282), paper-collection (#64)",to-read,,,,0,0
44554969,Daisy Jones & The Six,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""""","=""""",0,4.20,Arrow,Paperback,406,2020,2019,,2021/09/13,"to-read, paper-collection","to-read (#126), paper-collection (#190)",to-read,,,,0,0
397940,Front Row: Anna Wintour: The Cool Life and Hot Times of Vogue's Editor in Chief,Jerry Oppenheimer,"Oppenheimer, Jerry",,"=""0312323107""","=""9780312323103""",0,3.49,St. Martin's Press,Hardcover,384,2005,2004,,2021/10/25,"to-read, ebook-collection","to-read (#141), ebook-collection (#8)",to-read,,,,0,0
42290417,CAMP: Notes on Fashion,Andrew Bolton,"Bolton, Andrew","Fabio Cleto, Karen Van Godtsenhoven, Amanda Garfinkel","=""1588396681""","=""9781588396686""",5,4.40,Metropolitan Museum of Art,Hardcover,346,2019,,,2021/11/28,"met-gala-collection, read-paper, paper-collection","met-gala-collection (#1), read-paper (#33), paper-collection (#83)",read,,,,0,0
846136,All Quiet on the Western Front,Erich Maria Remarque,"Remarque, Erich Maria",,"=""""","=""""",0,4.10,Vintage,Paperback,208,1996,1928,,2024/07/24,"to-read, paper-collection","to-read (#327), paper-collection (#161)",to-read,,,,0,0
59645512,The Maidens,Alex Michaelides,"Michaelides, Alex",,"=""""","=""""",3,3.62,W&N,Paperback,360,2021,2021,2021/11/20,2021/08/01,"read-paper, source-library, ebook-collection","read-paper (#72), source-library (#24), ebook-collection (#182)",read,,,,1,0
60129424,"RedHanded: An Exploration of Criminals, Cannibals, Cults, and What Makes a Killer Tick",Suruthi Bala,"Bala, Suruthi",Hannah Maguire,"=""""","=""""",4,4.16,Trapeze,Paperback,246,2021,2021,2022/02/06,2021/12/19,"source-library, read-paper","source-library (#25), read-paper (#73)",read,,,,1,0
169182,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",0,4.26,Vintage Classics,Paperback,307,2004,1960,,2020/04/07,"to-read, paper-collection, historical-fiction","to-read (#26), paper-collection (#163), historical-fiction (#1)",to-read,,,,0,0
41086877,Normal People,Sally Rooney,"Rooney, Sally",,"=""""","=""""",4,3.81,Faber & Faber,Paperback,266,2019,2018,2020/08/15,2020/04/22,"read-ebooks, ebook-collection, paper-collection","read-ebooks (#20), ebook-collection (#48), paper-collection (#71)",read,,,,1,0
18045891,Sharp Objects,Gillian Flynn,"Flynn, Gillian",,"=""0297851535""","=""9780297851530""",4,4.01,Broadway Paperbacks,Paperback,254,2007,2006,2018/01/01,2020/04/07,"read-ebooks, ebook-collection, thriller","read-ebooks (#53), ebook-collection (#183), thriller (#4)",read,,,,1,0
32499,The Pelican Brief,John Grisham,"Grisham, John",,"=""0385339704""","=""9780385339704""",0,4.06,Delta,Paperback,400,2006,1992,,2020/04/14,"to-read, ebook-collection","to-read (#65), ebook-collection (#7)",to-read,,,,0,0
36260157,What If It's Us,Becky Albertalli,"Albertalli, Becky",Adam Silvera,"=""0062795244""","=""9780062795243""",4,3.81,HarperTeen,ebook,448,2018,2018,2022/05/11,2021/12/06,"read-ebooks, ebook-collection","read-ebooks (#17), ebook-collection (#45)",read,,,,1,0
57938179,Ghosts,Dolly Alderton,"Alderton, Dolly",,"=""""","=""""",0,3.87,Penguin,Paperback,338,2021,2020,,2024/07/24,"to-read, paper-collection","to-read (#319), paper-collection (#106)",to-read,,,,0,0
56153869,Tikanga: living with the traditions of te ao Māori,Francis Tipene,"Tipene, Francis",Kaiora Tipene,"=""1775541754""","=""9781775541752""",0,4.19,HarperCollins - NZ,Paperback,336,2021,,,2023/03/26,"to-read, paper-collection","to-read (#247), paper-collection (#101)",to-read,,,,0,0
56852407,Billy Summers,Stephen        King,"King, Stephen",,"=""1982173610""","=""9781982173616""",0,4.19,Scribner,Hardcover,517,2021,2021,,2021/11/20,"to-read, ebook-collection","to-read (#169), ebook-collection (#103)",to-read,,,,0,0
16130,Alexander Hamilton,Ron Chernow,"Chernow, Ron",,"=""""","=""""",0,4.22,Penguin Books,Paperback,818,2005,2004,,2020/04/07,"to-read, ebook-collection, people","to-read (#27), ebook-collection (#192), people (#7)",to-read,,,,0,0
12034504,Dracula,Bram Stoker,"Stoker, Bram",,"=""""","=""""",0,4.02,Vintage Digital,Kindle Edition,422,2008,1897,,2020/04/07,"to-read, paper-collection","to-read (#33), paper-collection (#170)",to-read,,,,0,0
52263433,"The Secret Place (Dublin Murder Squad, #5)",Tana French,"French, Tana",,"=""0143127519""","=""9780143127512""",0,3.85,Penguin Books,Paperback,541,2019,2014,,2024/07/24,"to-read, ebook-collection","to-read (#298), ebook-collection (#210)",to-read,,,,0,0
33542897,Alice's Adventures in Wonderland,Lewis Carroll,"Carroll, Lewis",Scarlett Johansson,"=""""","=""""",0,3.99,Audible Studios,Audiobook,,2016,1865,,2021/10/26,"to-read, read-audiobooks, paper-collection","to-read (#142), read-audiobooks (#13), paper-collection (#171)",to-read,,,,0,0
16098650,In Cold Blood,Truman Capote,"Capote, Truman",,"=""""","=""""",3,4.09,Vintage,Paperback,343,1994,1966,2024/08/24,2020/04/14,"paper-collection, ebook-collection, read-paper, historical-fiction, mystery, murder","paper-collection (#172), ebook-collection (#194), read-paper (#76), historical-fiction (#5), mystery (#14), murder (#4)",read,,,,1,0
55591201,Mixed Plate: Chronicles of an All-American Combo,Jo Koy,"Koy, Jo",,"=""0062969986""","=""9780062969989""",3,4.23,Dey Street Books,Kindle Edition,318,2021,2021,2024/01/03,2021/10/11,"ebook-collection, read-ebooks, people","ebook-collection (#191), read-ebooks (#55), people (#17)",read,,,,1,0
